"Response.var","Rank","AICc","Del.AICc","Sigma.2","Log.likelihood","Covar","Covar.coefs","Covar.coef.SE"
"Max_biomass_ugL","1",24.99,0,0.01,7.51,"ar1",-0.98,0.03
"Max_biomass_ugL","1",24.99,0,0.01,7.51,"intercept",1.99,0.13
"Max_biomass_ugL","1",24.99,0,0.01,7.51,"EM",0.22,0.03
"Max_biomass_ugL","1",24.99,0,0.01,7.51,"Cmax_SRP_ugL",-0.7,0.05
"Max_biomass_ugL","1",24.99,0,0.01,7.51,"SRPmax_depth_m",-0.71,0.09
"Max_biomass_ugL","1",24.99,0,0.01,7.51,"DINmax_depth_m",1.55,0.2
"Max_biomass_ugL","1",24.99,0,0.01,7.51,"DINmax_ugL",0.38,0.06
"Max_biomass_ugL","1",24.99,0,0.01,7.51,"DOCmax_depth_m",-0.57,0.08
"Max_biomass_ugL","1",24.99,0,0.01,7.51,"thermo.depth",0.71,0.07
"Max_biomass_ugL","2",25.83,0.84,0,11.28,"ar1",-1.92,0.05
"Max_biomass_ugL","2",25.83,0.84,0,11.28,"ar2",-0.94,0.05
"Max_biomass_ugL","2",25.83,0.84,0,11.28,"intercept",2.15,0.09
"Max_biomass_ugL","2",25.83,0.84,0,11.28,"EM",0.18,0.02
"Max_biomass_ugL","2",25.83,0.84,0,11.28,"Cmax_SRP_ugL",-0.5,0.04
"Max_biomass_ugL","2",25.83,0.84,0,11.28,"Cmax_DOC_mgL",-0.76,0.06
"Max_biomass_ugL","2",25.83,0.84,0,11.28,"SRPmax_depth_m",-0.61,0.06
"Max_biomass_ugL","2",25.83,0.84,0,11.28,"DINmax_depth_m",1.46,0.13
"Max_biomass_ugL","2",25.83,0.84,0,11.28,"DOCmax_depth_m",-1.1,0.06
"Max_biomass_ugL","2",25.83,0.84,0,11.28,"thermo.depth",0.6,0.06
"Max_biomass_ugL","3",26.24,1.25,0.02,3.38,"ar1",-0.95,0.05
"Max_biomass_ugL","3",26.24,1.25,0.02,3.38,"intercept",2.95,0.06
"Max_biomass_ugL","3",26.24,1.25,0.02,3.38,"Cmax_SRP_ugL",-0.5,0.07
"Max_biomass_ugL","3",26.24,1.25,0.02,3.38,"Cmax_DIN_ugL",-0.37,0.04
"Max_biomass_ugL","3",26.24,1.25,0.02,3.38,"SRPmax_depth_m",0.07,0.1
"Max_biomass_ugL","3",26.24,1.25,0.02,3.38,"DOCmax_depth_m",-1.12,0.11
"Max_biomass_ugL","3",26.24,1.25,0.02,3.38,"Temp_C",0.38,0.09
"Max_biomass_ugL","3",26.24,1.25,0.02,3.38,"thermo.depth",0.84,0.08
"Max_biomass_ugL","4",26.49,1.5,0.01,6.76,"ar1",-0.99,0.02
"Max_biomass_ugL","4",26.49,1.5,0.01,6.76,"intercept",2.16,0.17
"Max_biomass_ugL","4",26.49,1.5,0.01,6.76,"EM",-0.44,0.04
"Max_biomass_ugL","4",26.49,1.5,0.01,6.76,"Cmax_DIN_ugL",-0.34,0.06
"Max_biomass_ugL","4",26.49,1.5,0.01,6.76,"SRPmax_depth_m",-0.41,0.1
"Max_biomass_ugL","4",26.49,1.5,0.01,6.76,"DINmax_depth_m",1.67,0.29
"Max_biomass_ugL","4",26.49,1.5,0.01,6.76,"DOCmax_depth_m",-0.92,0.08
"Max_biomass_ugL","4",26.49,1.5,0.01,6.76,"thermo.depth",0.56,0.11
"Max_biomass_ugL","4",26.49,1.5,0.01,6.76,"Kd",0.48,0.08
"Peak_depth_m","1",15.41,0,0,36.29,"ar1",-1.97,0.02
"Peak_depth_m","1",15.41,0,0,36.29,"ar2",-0.97,0.02
"Peak_depth_m","1",15.41,0,0,36.29,"ma1",-0.87,0.57
"Peak_depth_m","1",15.41,0,0,36.29,"intercept",10.5,0.02
"Peak_depth_m","1",15.41,0,0,36.29,"EM",-2.29,0.02
"Peak_depth_m","1",15.41,0,0,36.29,"Cmax_SRP_ugL",0.07,0.02
"Peak_depth_m","1",15.41,0,0,36.29,"Cmax_DIN_ugL",-1.93,0.01
"Peak_depth_m","1",15.41,0,0,36.29,"Cmax_DOC_mgL",3.45,0.01
"Peak_depth_m","1",15.41,0,0,36.29,"SRPmax_depth_m",5.18,0.01
"Peak_depth_m","1",15.41,0,0,36.29,"DINmax_depth_m",-6.2,0.04
"Peak_depth_m","1",15.41,0,0,36.29,"DINmax_ugL",-1.27,0.01
"Peak_depth_m","1",15.41,0,0,36.29,"DOCmax_depth_m",-3.34,0.01
"Peak_depth_m","1",15.41,0,0,36.29,"Kd",1.41,0.01
"Peak_magnitude_ugL","1",7.06,0,0,16.47,"ar1",-0.99,0.01
"Peak_magnitude_ugL","1",7.06,0,0,16.47,"intercept",1.55,0.07
"Peak_magnitude_ugL","1",7.06,0,0,16.47,"Cmax_SRP_ugL",-0.95,0.06
"Peak_magnitude_ugL","1",7.06,0,0,16.47,"Cmax_DOC_mgL",1.01,0.1
"Peak_magnitude_ugL","1",7.06,0,0,16.47,"SRPmax_depth_m",0.25,0.1
"Peak_magnitude_ugL","1",7.06,0,0,16.47,"DINmax_depth_m",1.15,0.12
"Peak_magnitude_ugL","1",7.06,0,0,16.47,"DINmax_ugL",1.64,0.03
"Peak_magnitude_ugL","1",7.06,0,0,16.47,"Temp_C",0.32,0.06
"Peak_magnitude_ugL","1",7.06,0,0,16.47,"Kd",0.72,0.02
"Peak_width_m","1",11.15,0,0,23.76,"ar1",-2.91,0.05
"Peak_width_m","1",11.15,0,0,23.76,"ar2",-2.85,0.1
"Peak_width_m","1",11.15,0,0,23.76,"ar3",-0.94,0.05
"Peak_width_m","1",11.15,0,0,23.76,"intercept",3.57,0.01
"Peak_width_m","1",11.15,0,0,23.76,"Cmax_DIN_ugL",-0.75,0.01
"Peak_width_m","1",11.15,0,0,23.76,"SRPmax_depth_m",-0.19,0.02
"Peak_width_m","1",11.15,0,0,23.76,"DINmax_ugL",-2.86,0.01
"Peak_width_m","1",11.15,0,0,23.76,"DOCmax_depth_m",-1.93,0.01
"Peak_width_m","1",11.15,0,0,23.76,"Temp_C",0.09,0.01
"Peak_width_m","1",11.15,0,0,23.76,"thermo.depth",1.14,0.02
"Peak_width_m","1",11.15,0,0,23.76,"Kd",-1.01,0.01
"Peak_depth_m","null",84.59,73.44,2.06,-38.63,"ar1",0.8,0.14
"Peak_depth_m","null",84.59,73.44,2.06,-38.63,"intercept",5.42,1.31
"Peak_width_m","null",99.38,88.23,4.55,-47.37,"intercept",3.58,0.44
"Max_biomass_ugL","global",71.88,60.73,0.08,-0.19,"HOx",4.65,0.88
"Max_biomass_ugL","global",71.88,60.73,0.08,-0.19,"EM",-0.08,0.32
"Max_biomass_ugL","global",71.88,60.73,0.08,-0.19,"Cmax_SRP_ugL",-0.56,0.31
"Max_biomass_ugL","global",71.88,60.73,0.08,-0.19,"Cmax_DIN_ugL",-0.27,0.27
"Max_biomass_ugL","global",71.88,60.73,0.08,-0.19,"Cmax_DOC_mgL",0.53,0.43
"Max_biomass_ugL","global",71.88,60.73,0.08,-0.19,"SRPmax_depth_m",0.23,0.54
"Max_biomass_ugL","global",71.88,60.73,0.08,-0.19,"DINmax_depth_m",0.02,0.67
"Max_biomass_ugL","global",71.88,60.73,0.08,-0.19,"DINmax_ugL",0.49,0.31
"Max_biomass_ugL","global",71.88,60.73,0.08,-0.19,"DOCmax_depth_m",-0.4,0.34
"Max_biomass_ugL","global",71.88,60.73,0.08,-0.19,"Temp_C",0.51,0.22
"Max_biomass_ugL","global",71.88,60.73,0.08,-0.19,"thermo.depth",0.63,0.32
"Max_biomass_ugL","global",71.88,60.73,0.08,-0.19,"Kd",0.16,0.29
"Peak_depth_m","global",52.84,41.69,0.02,9.33,"HOx",14.08,0.42
"Peak_depth_m","global",52.84,41.69,0.02,9.33,"EM",-1.15,0.15
"Peak_depth_m","global",52.84,41.69,0.02,9.33,"Cmax_SRP_ugL",0.1,0.15
"Peak_depth_m","global",52.84,41.69,0.02,9.33,"Cmax_DIN_ugL",-1.32,0.13
"Peak_depth_m","global",52.84,41.69,0.02,9.33,"Cmax_DOC_mgL",1.47,0.21
"Peak_depth_m","global",52.84,41.69,0.02,9.33,"SRPmax_depth_m",3.01,0.26
"Peak_depth_m","global",52.84,41.69,0.02,9.33,"DINmax_depth_m",-4.84,0.32
"Peak_depth_m","global",52.84,41.69,0.02,9.33,"DINmax_ugL",-0.96,0.15
"Peak_depth_m","global",52.84,41.69,0.02,9.33,"DOCmax_depth_m",-2.14,0.16
"Peak_depth_m","global",52.84,41.69,0.02,9.33,"Temp_C",-0.74,0.11
"Peak_depth_m","global",52.84,41.69,0.02,9.33,"thermo.depth",0.85,0.15
"Peak_depth_m","global",52.84,41.69,0.02,9.33,"Kd",0.16,0.14
"Peak_magnitude_ugL","global",57.93,46.77,0.03,6.79,"HOx",4.23,0.51
"Peak_magnitude_ugL","global",57.93,46.77,0.03,6.79,"EM",-0.36,0.19
"Peak_magnitude_ugL","global",57.93,46.77,0.03,6.79,"Cmax_SRP_ugL",-0.96,0.18
"Peak_magnitude_ugL","global",57.93,46.77,0.03,6.79,"Cmax_DIN_ugL",-0.28,0.16
"Peak_magnitude_ugL","global",57.93,46.77,0.03,6.79,"Cmax_DOC_mgL",1.75,0.25
"Peak_magnitude_ugL","global",57.93,46.77,0.03,6.79,"SRPmax_depth_m",1.48,0.32
"Peak_magnitude_ugL","global",57.93,46.77,0.03,6.79,"DINmax_depth_m",-0.41,0.39
"Peak_magnitude_ugL","global",57.93,46.77,0.03,6.79,"DINmax_ugL",1.58,0.18
"Peak_magnitude_ugL","global",57.93,46.77,0.03,6.79,"DOCmax_depth_m",-0.2,0.2
"Peak_magnitude_ugL","global",57.93,46.77,0.03,6.79,"Temp_C",1,0.13
"Peak_magnitude_ugL","global",57.93,46.77,0.03,6.79,"thermo.depth",-0.08,0.18
"Peak_magnitude_ugL","global",57.93,46.77,0.03,6.79,"Kd",0.99,0.17
"Peak_width_m","global",79.4,68.24,0.14,-3.95,"HOx",1.74,1.17
"Peak_width_m","global",79.4,68.24,0.14,-3.95,"EM",0.85,0.42
"Peak_width_m","global",79.4,68.24,0.14,-3.95,"Cmax_SRP_ugL",0.48,0.41
"Peak_width_m","global",79.4,68.24,0.14,-3.95,"Cmax_DIN_ugL",-0.07,0.36
"Peak_width_m","global",79.4,68.24,0.14,-3.95,"Cmax_DOC_mgL",-2.11,0.58
"Peak_width_m","global",79.4,68.24,0.14,-3.95,"SRPmax_depth_m",-2.55,0.73
"Peak_width_m","global",79.4,68.24,0.14,-3.95,"DINmax_depth_m",2.12,0.89
"Peak_width_m","global",79.4,68.24,0.14,-3.95,"DINmax_ugL",-2.55,0.41
"Peak_width_m","global",79.4,68.24,0.14,-3.95,"DOCmax_depth_m",-0.25,0.46
"Peak_width_m","global",79.4,68.24,0.14,-3.95,"Temp_C",-0.56,0.3
"Peak_width_m","global",79.4,68.24,0.14,-3.95,"thermo.depth",2.05,0.42
"Peak_width_m","global",79.4,68.24,0.14,-3.95,"Kd",-2.05,0.39
